"","doc_id","participant","economy_type","reconstructed_chars"
"11",1065,"HAMAMATSU PHOTONICS K.K.","Advanced","content table content management philosophy group activity message activity product application review vision solid state system division central origin research development contribution academic research historical activity governance value creation model light financial datum year key enable technology closing message member corporate policy environment publish integrate report medium share mid long term value creation financial non financial information international framework provide interna"
"12",862,"Eurasian Resources Group","Advanced","industry development global producer address issue responsible sourcing raw material circular economy energy innovation battery found member global battery alliance leader certify product address human right risk global battery sector organization look collaborative solution supply chain issue support world economic forum global battery alliance public private multi stakeholder collaboration global battery develop inclusive innovative world sustainable battery value chain power fourth industrial"
"13",1777,"PGE Polska Grupa Energetyczna S.A.","Developing","capacity power plant implementation new low launch phase carbon project share construction new gas electricity fire unit generation implementation upgrade market investment power plant combine heat power plant result adapt group asset conclusion implementation target phase plant project select strategic launch partner half way energy decade launch programme potential expansion share renewable implementation end phase decade farm expansion programme implementation include real project estate conn"
"14",1781,"PJSC Inter RAO","Developing","fee see company structure market overview development risk opportunity innovative activity management system procurement activity system financial result generation foreign asset supply trading engineering ote sustainable development corporate governance report social responsibility principle achievement message chairman board director sustainable development goal corporate governance system stakeholder engagement general meeting shareholder environmental director occupational safety prevent occ"
"15",905,"Fingrid Oyj","Advanced","consumption electricity generate consumer different way transmission grid distribution network operator consumer produce electricity cross border connection service electricity market service image role electricity system generate online annual report contain part specify user visit online report annual report mean combine regulation capable small electricity production consumption storage site large entity enable electricity trade different electricity balance power market balance power market "
"16",1705,"OSF Global Ukraine LLC","Developing","description action relevant policy relate human right assessment policy goal description relevance human right company human right risk assessment description policy public commitment company goal human right company respect declaration human right internal regulation document name code conduct available employee respect exception supplier customer selection account adherence partner global compact principle business collaboration organization respect human right company respect human right empl"
"17",2084,"SkanTech ApS","Advanced","cop human right principle assessment policy goal description relevance specific human right issue company base assessment human right risk description policy public commitment company goal human right goal influence employee business partner respect declaration human right environmental protection base commitment set code conduct recent future supplier implementation description concrete action implement human right policy address human right risk respond human right relate concern take followin"
"18",2085,"SkanTech ApS","Advanced","cop human right principle assessment policy goal description relevance specific human right issue company base assessment human right risk description policy public commitment company goal human right goal influence employee business partner respect declaration human right environmental protection base commitment set code conduct recent future supplier implementation description concrete action implement human right policy address human right risk respond human right relate concern take followin"
"19",1352,"Krusell (Thailand) Co., Ltd","Developing","financial statement year end independent auditor report shareholder board director opinion audit financial statement company comprise statement financial position statement income statement change shareholder equity year end note financial statement include summary significant accounting policy opinion financial statement present material respect financial position financial performance year end accordance financial reporting standard non accountable entity basis opinion conduct audit accordance"
"20",2380,"Welltec A/S","Advanced","annual report approve annual shareholder meet company profile management consolidate key figure ratio financial review outlook risk corporate social responsibility company detail statement management annual report independent auditor report financial statement parent company consolidate group financial statement branch definition annual report company profile global service provider develop deliver technology service intend transform oil gas industry game change solution dedicate optimize constr"
"21",2342,"Valmet Oyj","Advanced","report board director financial indicator see calculation indicator consolidated financial statement consolidated statement income consolidated statement comprehensive income consolidated statement financial position consolidated statement cash flow consolidate statement change equity note consolidated financial statement parent company financial statement parent company statement income parent company statement financial position parent company statement cash flow note parent company financial "
"22",2101,"Son of a Tailor ApS","Advanced","ape air pee ete meet covid fee face production team safe request customer offer art sale total produce face tree tee equivalent save son global compact report make custom fit order material high quality reduce emission comparison conventional production approach result white paper conduct compare carbon footprint son tailor buy traditional retail commerce analysis show supply chain emission son tailor low traditional commerce low retail order approach eliminate inventory mean take place product "
"23",1203,"Inter IKEA Group","Advanced","transform circular business collaboration social entrepreneur product new model product ownership launch programme sustainable source read offer furniture service link business planet material innovation home end announce design tackle ocean plastic assess accord decision invest pollution page circular product design principle read accelerate transformation air pollution page tee climate positive business read page limit planet good business strengthen effort improve remain affordable product co"
"24",1908,"Ralph Lauren Corporation","Advanced","global citizenship sit pee global citizenship overview ceo chairman nee pie bee see seal ote coal pee create pet pee product age sea ere bee global citizenship report create style end design production team total employee participate training expand resource commit design sustainable product experience continue create new module remain date relevant sustainability citizenship source manufacture invest issue opportunity innovation emerge standard good practice innovation advance effort goal recyc"
"25",1554,"Mitsubishi Electric Corporation","Advanced","green tomorrow change well content environment social content report corporate governance global operation corporate datum financial result risk management business segment approach information security research development intellectual create contribute address initiative relate value chain social customer human labor practice supply chain management communication stakeholder activity report provide information corporate social responsibility reference csr initiative group help realize sustaina"
"26",1695,"OILES CORPORATION","Advanced","oil corporation content message corporate management special response environmental respect fair governance right local policy feature consumer issue protection eat labor practice equitable trade community policy corporation publish csr report inform stakeholder effort create sustainable society reach wide range stakeholder order content policy promote initiative occasion global pact release special feature message president relate sdgs business development report promote activity group evaluate"
"27",1668,"Nomura Real Estate Holdings, Inc.","Advanced","real estate print new value real value group real estate holding ree select leader index real estate print message chairman executive vice president director group aim sustainable growth promotion stipulate value creation initiative new mid long term business plan announce initiative indicate group direction continue provide value society customer leverage unique strength look lifestyle work style value diversify major change structure society population decline low age population labor shortage"
"28",444,"Bin Sowaid Trading & Import Est.","Developing","general commitment global compact commitment global compact pleased confirm trading import support principle global compact human right labour environment anti corruption communication express implement principle committed make global compact principle strategy culture day operation company join global compact clear direction drive business stage time contribute society event transformation future bring trading import corporate social responsibility recognize key requirement participation global"
"29",2212,"Tata Motors Ltd.","Developing","mapping ungc principle coverage business support respect protection principle proclaim human right page principle sure complicit human right abuse page business uphold freedom principle effective recognition right collective bargaining page principle elimination form forced compulsory labour page effective abolition child labour page social responsibility elimination discrimination respect employment page occupation principle page environmental responsibility business support precautionary appro"
"30",2427,"ZenSar Technologies","Developing","technology general pleased confirm support principle global compact human right labour environment anti corruption communication express implement principle committed make global compact principle strategy culture day operation company engage collaborative project advance broad development goal addition like declare intention commitment focus gender equality woman empowerment principle line sustainable development goal principle global compact clear statement commitment stakeholder public change"
"31",576,"China National Offshore Oil Corp. (CN...","Developing","quality energy blue sea sustainability report gas mix corporate management research office address building implement new strengthen fundamental look demand high quality energy brand energy security strategy effort research strive break key development oil technical problem field gas accelerate construction system industrial chain project home rank natural gas production supply reserve technology major deep global oil gas brand value list management corporate governance operation company overvie"
"32",1677,"Noritake Lanka Porcelain (Pvt) Limited","Developing","save generation restoration site change trend temperature rise decrease economic ecological impact large main cause climate change attribute greenhouse effect change land cover solar human activity development mechanism instrument intend reduce greenhouse gas emission assist develop country achieve sustainable development multiple goal poverty reduction environmental benefit cost effective emission reduction allow small percentage emission reduction credit come goal launch forest climate change "
"33",2296,"Treedom","Advanced","let green planet standard index sustainability environmental sustainability social sustainability economic sustainability requirement activity project developer participant focus area purpose compliance law cycle request phase planning phase validation operational phase report phase update activity monitor activity environmental benefit term research database model result analysis validation tree register let green planet introduction standard carbon standard create open voluntary carbon market "
"34",163,"AB Storstockholms Lokaltrafik","Advanced","report group english translation sustainability report event version report apply delivery address telephone register office public transport visit public transport report group sustainability effort constitute statutory sustainability report group report concern group report comprise mobility service people unable travel public transport people mobility allowance travel free charge transport service mobility medical journey day mobility service comprise cent equivalent emit vehicle public trans"
"35",2319,"Udviklingsselskabet By & Havn I/S","Advanced","lie site ask see pee eat pea pie bet son pie seal team non ere nee lay tie company ambition develop new run port address ambition involve create high quality healthy sustainable new room good life activity finance public country infrastructure make easy sustainable contact info date support global compact membership global number employee real estate investment service goal effort distribution cop green mobility urban green blue space efficiency community employee health safety labour market ant"
"36",341,"Atrium Ljungberg AB","Advanced","perspective city future brief market view event transaction market governance control report statement office market director report invest retail sector risk management non financial group financial residential market financing report reflect joint report direction pro financial business concept property portfolio vision overall governance world trend investment director sport strategy confirm project senior goal project internal control director report include enterprise property area share sh"
"37",600,"Clyde & Co LLP (MENA)","Developing","ion matter port message senior partner take role senior partner able introduce late responsible business report large global law firm employ people country serve client world commit responsible business mean take responsibility impact environment seek reduce possible mean take responsibility give positive community operate responsibility foster diverse workforce inclusive workplace people fulfil high potential benefit firm client report outline measure take progress core area focus community env"
"38",601,"Clyde & Co. LLP","Advanced","ion matter port message senior partner take role senior partner able introduce late responsible business report large global law firm employ people country serve client world commit responsible business mean take responsibility impact environment seek reduce possible mean take responsibility give positive community operate responsibility foster diverse workforce inclusive workplace people fulfil high potential benefit firm client report outline measure take progress core area focus community env"
"39",1729,"Ooredoo Maldives Plc","Developing","annual report vision enrich life connect community new opportunity progress digital sustainability remain core continue grow achieve new honor highlight work manage economic social environmental impact align corporate value care connect challenging work structure support global initiative sustainable development goal sdg global compact ungc signatory community orient project possible passion volunteer contribute time effort look remain continue support digital lifestyle community business sustai"
"40",1700,"OP Financial Group","Advanced","aoe open ear foe tie ear pet com aoe man ete code pilot see aie eat fee ane ace con light eat meet eat man ree age tie care mean come run financial group report board director financial statement content report board director analysis balance sheet financial group strategic target focus promotion success owner customer operate report non financial information capital risk see retail corporate operation board member change financial group structure governance cooperative legal structure group eve"
"41",409,"Banco de Chile","Developing","financial sustainability customer management strategy corporate eco efficiency evaluation retail market employee health climate strategy inclusion people market safety disability labor relation entrepreneurship education subsidiary strategic partnership quality service corporate volunteering protect information program community transparent customer communication information sustainable finance consolidate financial report gri statement content index relationship supplier independent auditor rep"
"42",408,"Banco Santander Chile","Developing","annual report integrate sustainability report let continue work well annual report integrate financial sustainability report summary financial result responsible bank interest group purpose award culture policy principle letter chairman sustainability model interest group materiality letter chief executive officer responsible banking priority strategic pillar responsible banking sustainability government human right contribution sustainable development goal create value customer create value sha"
"43",882,"FAI rent-a-jet AG","Advanced","report table employee employment type employment type number employee time female male time female male total number employee time status substantial portion organization work perform permanent employee significant variation number employee evaluation datum take place department addition permanent staff employ worker diversity show country origin organization supply chain air license accord cat maintenance organization certify accord air operation certify obtain part supplier provide certificate"
"44",2178,"TAG Systems","Advanced","system report letter chairman highlight system sense system join force strategic alliance sustainability lead way sustainable responsible management material sustainability commitment local sense quality basis trust guarantee quality product market commitment supplier key workforce drive force profile workforce quality see inclusive work see training professional development opportunity tee occupational health safety environment active commitment consolidated environmental efficiency see mitigat"
"45",1614,"NORMA Group SE","Advanced","world responsible management business solution employee environment community datum change general million adjust million permanent staff responsible management number employee train compliance topic share compliance online training course complete schedule number discrimination violation freedom determine business solution number application part number customer complaint month average month share preferred supplier sign supplier code conduct employee share manufacturing location certify accord"
"46",2132,"Stockland","Advanced","eye sustainability reporting sustainability strategy well way deliver share value real estate owner manager developer sustainability strategy recognise unique opportunity create share social environmental economic value community customer investor future return group strategy strategic pillar support growth return community creation grow asset return capital management operational excellence strategic pillar strengthen focus community resolve evolve embed exist project asset enable development p"
"47",740,"Dexus","Advanced","sustainability report comprehensive sustainability reporting support result outline annual report sustainability report contain sustainability performance pack sustainability datum sustainability approach procedure describe toe tee implementation sustainability approach year annual reporting present annual reporting year end available investor centre annual reporting hard copy email request call annual financial sustainability annual result corporate report statement report presentation statemen"
"48",1112,"Hilton Worldwide","Advanced","positive impact effect write letter travel virtual business suffer result covid global pandemic strong believe challenge way respond global crisis say company future look take action donate room behalf entire family medical professional share achieve hotel world extraordinary recognition earn result thing help community weather name global industry leader sustainability index feature change world list urgent need second year hospitality company list innovative solution recognize list place tackl"
