"","doc_id","participant","economy_type","reconstructed_chars"
"11",522,"CVS Health","Advanced","ere end ice sea wet ane aie son pee net race pass die pee eat pet paper overview people business community planet transform ceo letter healthy people letter healthy business corporate profile healthy community csr governance report material topic stakeholder engagement people business community planet stakeholder report press outbreak change way live operate business health emergency team disease monitor current international domestic environment relate risk respond investment local community su"
"12",851,"Ernst and Young","Advanced","build well work world great problem proud participant global compact commit help challenge tee lie well world work read learn uphold promote global compact ungc principle sustainable development goal sdgs support people community support client support environmental information involvement ungc contact global corporate responsibility leader responsible business leader support global compact statement global chairman live world rapid progress believe business opportunity few talent people live po"
"13",342,"Attica Holdings S.A. - Attica Group","Advanced","responsible mining responsibility report pee indicator economic performance number title disclosure requirement disclosure explanation topic material economic performance cause operation activity support material supply chain topic boundary material topic boundary topic limit include description jurisdiction mining operation impact occur organization involvement impact example organization cause contribute impact link impact business relationship specific limitation topic disclosure financial in"
"14",882,"FAI rent-a-jet AG","Advanced","report table employee employment type employment type number employee time female male time female male total number employee time status substantial portion organization work perform permanent employee significant variation number employee evaluation datum take place department addition permanent staff employ worker diversity show country origin organization supply chain air license accord cat maintenance organization certify accord air operation certify obtain part supplier provide certificate"
"15",1134,"Hydro Québec","Advanced","set new term define operation addition reduce emission operation possible export preserve biodiversity managing integral business process environmental management system iso compliant ensure company adopt maintain sound environmental practice customer educational cover line work line report sea nee world high multiple sustainability report prepare accordance sustainable development website standard core option electric scope sustainable development plan utility sector supplement report address i"
"16",2027,"Secop GmbH","Advanced","communication progress period cover statement continued support chief executive officer pleased confirm reaffirm support principle global compact respect human right labour environment anti corruption communication express advance principle sphere influence annual communication progress describe action improve integration global compact principle business strategy culture daily operation commit share information stakeholder primary channel communication right principle business support respect p"
"17",212,"AVTECH Sweden AB (publ)","Advanced","global compact communication cop statement ceo continue support principle global compact year try improve implementation principle evaluate achievement category work ensure key core value follow day basis continue commit initiative human right principle business support respect protection proclaim human right principle sure complicit human right abuse assessment policy goal policy support human right company supplier company partner project implementation implement formal write policy support hu"
"18",2151,"Sustinere Pte Ltd","Advanced","communication progress cop period cover communication progress cop statement continued support owner stakeholder pleased confirm reaffirm support principle global compact area human right labour environment anti corruption annual communication progress describe action improve integration global compact principle business strategy culture daily operation commit share information stakeholder primary channel communication description action provide consult service client consulting service provide "
"19",1352,"Krusell (Thailand) Co., Ltd","Developing","financial statement year end independent auditor report shareholder board director opinion audit financial statement company comprise statement financial position statement income statement change shareholder equity year end note financial statement include summary significant accounting policy opinion financial statement present material respect financial position financial performance year end accordance financial reporting standard non accountable entity basis opinion conduct audit accordance"
"20",2380,"Welltec A/S","Advanced","annual report approve annual shareholder meet company profile management consolidate key figure ratio financial review outlook risk corporate social responsibility company detail statement management annual report independent auditor report financial statement parent company consolidate group financial statement branch definition annual report company profile global service provider develop deliver technology service intend transform oil gas industry game change solution dedicate optimize constr"
"21",2342,"Valmet Oyj","Advanced","report board director financial indicator see calculation indicator consolidated financial statement consolidated statement income consolidated statement comprehensive income consolidated statement financial position consolidated statement cash flow consolidate statement change equity note consolidated financial statement parent company financial statement parent company statement income parent company statement financial position parent company statement cash flow note parent company financial "
"22",2101,"Son of a Tailor ApS","Advanced","ape air pee ete meet covid fee face production team safe request customer offer art sale total produce face tree tee equivalent save son global compact report make custom fit order material high quality reduce emission comparison conventional production approach result white paper conduct compare carbon footprint son tailor buy traditional retail commerce analysis show supply chain emission son tailor low traditional commerce low retail order approach eliminate inventory mean take place product "
"23",199,"AR Packaging Group AB","Advanced","pee aie ace content packaging sustainable governance ceo statement sustainable work life comment sustainability director sustainable innovation market presence sustainable operation global reach information contact vision value strategy trend industry sustainability packaging sustainability target sale plant country packaging company packaging sector serve blue company food healthcare division employee segment group create add value customer broad product offering deep knowledge packaging group "
"24",1540,"Midsona AB","Advanced","communication progress implement principle global compact welcome feedback content support document sustainability report submit global compact document available website addition publish statement continued support develop produce sell product help people healthy life group lead organic food consumer health food country code conduct state responsible company practice mean business partner customer consumer owner rely product mean matter relate environment work environment human right handle res"
"25",1341,"Korea Land & Housing Corporation","Advanced","human nature content strengthen sustainability management system report message highlight core value sustainability management sustainable management strategy report overview report principle corporation publish report compile accordance core option ona yearly basis share communicate stakeholder global reporting standard economic environmental social result achieve sustainable management sustainability report assurance link sustainability strategy related major business order ensure accuracy rel"
"26",1554,"Mitsubishi Electric Corporation","Advanced","green tomorrow change well content environment social content report corporate governance global operation corporate datum financial result risk management business segment approach information security research development intellectual create contribute address initiative relate value chain social customer human labor practice supply chain management communication stakeholder activity report provide information corporate social responsibility reference csr initiative group help realize sustaina"
"27",1557,"Mitsubishi Logistics Corporation","Advanced","eat environmental social report year fiscal accountability effect business activity society environment disclose goal detail promotion activity perspective group principle business management report describe management philosophy code conduct easy understand manner promotion csr promotion csr employee emphasis communication core subject describe major csr activity guidance social responsibility iso guidance global standard organizational governance establish industrial standard corporate governa"
