"","doc_id","participant","economy_type","reconstructed_chars"
"20",2380,"Welltec A/S","Advanced","annual report approve annual shareholder meet company profile management consolidate key figure ratio financial review outlook risk corporate social responsibility company detail statement management annual report independent auditor report financial statement parent company consolidate group financial statement branch definition annual report company profile global service provider develop deliver technology service intend transform oil gas industry game change solution dedicate optimize constr"
"21",2342,"Valmet Oyj","Advanced","report board director financial indicator see calculation indicator consolidated financial statement consolidated statement income consolidated statement comprehensive income consolidated statement financial position consolidated statement cash flow consolidate statement change equity note consolidated financial statement parent company financial statement parent company statement income parent company statement financial position parent company statement cash flow note parent company financial "
"22",2101,"Son of a Tailor ApS","Advanced","ape air pee ete meet covid fee face production team safe request customer offer art sale total produce face tree tee equivalent save son global compact report make custom fit order material high quality reduce emission comparison conventional production approach result white paper conduct compare carbon footprint son tailor buy traditional retail commerce analysis show supply chain emission son tailor low traditional commerce low retail order approach eliminate inventory mean take place product "
"23",1907,"Raisio Plc","Advanced","set corporate responsibility report healthy responsible content president carbon energy efficiency material good food plan international company healthy produce good food plan food feed product focus health good year achievement sustainable food chain sustainable development profitable growth ensure strong plan product responsible raw material expertise drive innovation share list certification ensure responsibility company shareholder group net sale friendly packaging feed promote total compara"
"24",1325,"Kohberg Bakery Group A/S","Advanced","comment place work corporate governance csr strategy focus area kpi definition sustainable consumption global compact company profile good food product publish report annual report corporate social responsibility mandatory report article annual statement act social responsibility report file annual cop communication progress regard global compact scheme page decide main ingredient company foundation remain conventional organic soil grow ground debt society support agriculture industry deliver go"
"25",1554,"Mitsubishi Electric Corporation","Advanced","green tomorrow change well content environment social content report corporate governance global operation corporate datum financial result risk management business segment approach information security research development intellectual create contribute address initiative relate value chain social customer human labor practice supply chain management communication stakeholder activity report provide information corporate social responsibility reference csr initiative group help realize sustaina"
"26",1695,"OILES CORPORATION","Advanced","oil corporation content message corporate management special response environmental respect fair governance right local policy feature consumer issue protection eat labor practice equitable trade community policy corporation publish csr report inform stakeholder effort create sustainable society reach wide range stakeholder order content policy promote initiative occasion global pact release special feature message president relate sdgs business development report promote activity group evaluate"
"27",1557,"Mitsubishi Logistics Corporation","Advanced","eat environmental social report year fiscal accountability effect business activity society environment disclose goal detail promotion activity perspective group principle business management report describe management philosophy code conduct easy understand manner promotion csr promotion csr employee emphasis communication core subject describe major csr activity guidance social responsibility iso guidance global standard organizational governance establish industrial standard corporate governa"
"28",2427,"ZenSar Technologies","Developing","technology general pleased confirm support principle global compact human right labour environment anti corruption communication express implement principle committed make global compact principle strategy culture day operation company engage collaborative project advance broad development goal addition like declare intention commitment focus gender equality woman empowerment principle line sustainable development goal principle global compact clear statement commitment stakeholder public change"
"29",267,"Akzo Nobel N.V.","Advanced","global compact signatory global compact principle global compact include code conduct way support principle include relevant section report website principle global principle area human right labour environment anti corruption enjoy universal derive human right organization declaration fundamental principle right work environment development corruption global compact ask company embrace support sphere influence set core value area human right labour standard environment anti corruption summary c"
"30",2212,"Tata Motors Ltd.","Developing","mapping ungc principle coverage business support respect protection principle proclaim human right page principle sure complicit human right abuse page business uphold freedom principle effective recognition right collective bargaining page principle elimination form forced compulsory labour page effective abolition child labour page social responsibility elimination discrimination respect employment page occupation principle page environmental responsibility business support precautionary appro"
"31",1677,"Noritake Lanka Porcelain (Pvt) Limited","Developing","save generation restoration site change trend temperature rise decrease economic ecological impact large main cause climate change attribute greenhouse effect change land cover solar human activity development mechanism instrument intend reduce greenhouse gas emission assist develop country achieve sustainable development multiple goal poverty reduction environmental benefit cost effective emission reduction allow small percentage emission reduction credit come goal launch forest climate change "
"32",1318,"Kinross Gold","Advanced","priority gold corporation eat pose pie ice oil meal sum report progress past year deliver commitment responsible mining goal provide transparent account impact performance relationship stakeholder report include performance highlight sustainability data table communication progress gri index content overview manage sustainability act gold profile sustainability vision ethical ceo message stakeholder sustainability strategy human right sustainability recognition sustainability governance structur"
"33",1216,"International Petroleum Corporation","Advanced","pee nee industry global context advance reporting approach sustainability people employment community environment emission climate strategy land biodiversity water management waste management ethic governance corporate governance tee revenue transparency human appendix datum support responsible ensure engagement local community high principle business conduct area involvement integration asset integral business nation creation past key stakeholder business partner share benefit activity support "
"34",341,"Atrium Ljungberg AB","Advanced","perspective city future brief market view event transaction market governance control report statement office market director report invest retail sector risk management non financial group financial residential market financing report reflect joint report direction pro financial business concept property portfolio vision overall governance world trend investment director sport strategy confirm project senior goal project internal control director report include enterprise property area share sh"
"35",2345,"Vasakronan AB","Advanced","eat aoe significant event statement ceo business market goal strategy property management let retail property development oat create future transaction activity city acquisition people finance company thrive holding region financial statement content financial statement note administration report comment financial statement propose profit ace note risk management corporate governance report board director auditor senior executive board director signature auditor report sustainability report sust"
"36",163,"AB Storstockholms Lokaltrafik","Advanced","report group english translation sustainability report event version report apply delivery address telephone register office public transport visit public transport report group sustainability effort constitute statutory sustainability report group report concern group report comprise mobility service people unable travel public transport people mobility allowance travel free charge transport service mobility medical journey day mobility service comprise cent equivalent emit vehicle public trans"
"37",1490,"Marga Landmark Development Co., Ltd.","Developing","pee aoe see nee communication pea progress affiliate subsidiary associate global limit global limit stakeholder group member company include global limit commit continue support principle global compact area human right labour environment anti corruption foreign direct investor history pledge annual profit use sustainable csr initiative integral investment permit year endeavor continue member board employee embrace act mandate commitment community work social responsibility fifth annual communic"
"38",329,"Aspirations Education Pvt Ltd.","Developing","career guidance placement service excellence pleased confirm aspiration education signatory global compact continue pledge support principle global compact fall broad human right labour environment anti corruption period commence organization strive uphold valuable principle global compact work people rural community different area life outline work carry improve situation community report work past year period attach kind relate work carry chairman road branch office tel email info website comm"
"39",455,"Blue Cross Hospital Pvt. Ltd.","Developing","pet care global compact statement continue support global compact confirm continue participation support global compact initiative hospital continue adopt global compact daily operation thank manage member communication progress hospital pleased confirm support principle global compact area human right labour environment anti corruption strict guideline measurement outcome place corporate sustainability report describe action improve integration global compact principle business strategy culture"
"40",1700,"OP Financial Group","Advanced","aoe open ear foe tie ear pet com aoe man ete code pilot see aie eat fee ane ace con light eat meet eat man ree age tie care mean come run financial group report board director financial statement content report board director analysis balance sheet financial group strategic target focus promotion success owner customer operate report non financial information capital risk see retail corporate operation board member change financial group structure governance cooperative legal structure group eve"
"41",1284,"KLP","Advanced","ere oat sea pension company local government healthcare sector finance company own customer mean wealth creation benefit customer start partnership small municipality country provide good pension strong community today preferred pension provider local government healthcare sector large finance company welfare system member pension right customer own company main task deliver pension service good possible quality low possible cost obtain good possible return pension money manage profitable commun"
"42",2086,"Skandinaviska Enskilda Banken AB","Advanced","annual report business important event trend cover global economy statement chair central bank quantitative ease continue statement president end year end business environment year period negative interest rate customer strategy business plan corporate customer active high demand sustainability advisory service banking capital market financing financial institution handle challenging interest employee rate environment demand overall target outcome investment increase long term value creation inv"
"43",2018,"Schaeffler","Advanced","sustainability report responsibility tomorrow group sustainability report content customer product key figure sustainability sustainable product message shareholder introduction product quality safety chief executive officer customer satisfaction environment energy change alternative environmental management drive repair energy emission solution drive material resource management energy transition logistic strategy management employee society company profile business model employee advancement c"
"44",2458,"tesa SE","Advanced","report accordance guideline implementation rating award average participate gather age evaluate qualitative quantitative information topic climate change water forest continuous reduction emission implementation measure protect climate environment certify site have impact award rating area climate participate sustainability rating time sustainability measurement platform global procurement chain evaluate corporate principle measure result topic area environment labor practice human right ethic r"
"45",383,"BMW AG","Advanced","sustainable value report group wish introduction report group aim successful find require information overview group premium provider individual mobility follow page highlight key sustainability indicator achieve set ambitious goal transformation group business model entire value chain introduction overview group page group sustainable value report detail annual report publish provide stakeholder comprehensive integration management information company sustainability strategy chapter sustainabil"
"46",942,"G4S plc","Advanced","integrate report account csr extract secure purpose focused secure business sale majority conventional cash business page enable focused business develop innovative industry lead solution gas integrate consulting technology people datum analytic deliver solution security company offer broad range society major global employer relevant valuable effective customer security service deliver single difference help people live service integrate basis work safe secure environment invest gas take integr"
"47",622,"Compass Group PLC","Advanced","group global compact communication progress ceo statement continue support group pleased reaffirm continue support global compact renew commitment support accept principle global compact respect human right labour standard environmental protection anti corruption support international framework sustainable development goal embed sustainability strategy impact covid necessary communication progress order focus resource business critical operation safeguard long term benefit stakeholder approach e"
"48",2295,"Treasury Wine Estates Limited","Advanced","estate global communication progress estate sustainability report principle summary action page human principle maintain policy framework design protect human right include protection code conduct whistleblower new market entry workplace health human right safety wellbeing policy continue embed human right roadmap detail plan enhance response potential actual human right labour impact operation supply chain conduct human right impact assessment operation launch human right business charter maint"
"49",1926,"Rexel Group","Advanced","rent fee share capital register office world version universal registration document file capacity competent authority application provision regulation prior approval accordance article regulation version universal registration document purpose public offering security trade market supplement security note applicable summary supplement entire package approve accordance regulation document free translation original document prepare matter interpretation view opinion express original language docu"
"50",1974,"SODEXO IBERIA S.A","Advanced","woe version registration document quality life service enhance moment touch daily life ensure positive impact health city planet group remain committed mission improve quality life serve community operate fuel energy member develop country expect average population growth represent world population rapid offer solution adapt increase city create world increase mobility employee economic social challenge strong position generate global develop country emerge middle class technology strong experti"
"51",1854,"Plastic Omnium","Advanced","plastic let shape future mobility universal registration document nee integrate report annual financial report corporate governance report statement non financial performance integrate report statutory account presentation plastic statutory account business income statement key figure balance sheet history development group note statutory account organization chart year financial summary significant event subsidiary affiliate business statutory auditor report objective strategy financial stateme"
"52",2264,"Thomson Reuters","Advanced","letter social impact trust year president ceo renewable energy global share social need set science base carbon reduction act integrity impact result target align degree independence hold strengthen society people business strengthen foundation great strength company society provide information people diverse inclusive workforce drive expertise insight people trust innovation connect community society achieve human risk focus right foundation corporate equality woe social impact work drive acces"
"53",596,"Clifford Chance LLP","Advanced","chance responsible business report role help sustainable inclusive future new legal regulatory stakeholder landscape use expertise capability work positive difference commitment rule law justice equality foundation global managing partner content page change impact progress page responsible balance business strategy transition solid foundation human impact thank harassment growth page map view objective stand view growth page power tackle structural client reverse mentor discrimination face page"
"54",1104,"Herbert Smith Freehills LLP","Advanced","lie sit pea free eat see ree eye ere heat set area ape see eat set par tee great par ree ote son male year extraordinary year time diversify see start human cost disruption cause firm conversation decade action initiative covid global pandemic clear accelerate delivery sustainable difficult addition response development goal sdgs pandemic month action change ethnicity share fourth see large area framework measure accountability communication progress report region global network demonstrate comm"
"55",983,"Gilead Sciences","Advanced","create possible cover review year review table content page ready create possible healthy world report give community letter chairman day access pricing domestic global work ready scientific sustainable future deliver responsible growth strategy pipeline portfolio reduce environmental impact partnership collaboration set stage increase business treatment life govern principle diverse perspective materiality global workforce index ready create year review year review reinforce com society ere sus"
"56",2206,"Takeda Pharmaceutical Company Limited","Advanced","pal report sustainability report prepare accord global reporting standard core option align global compact index include appendix use recognize guideline framework sustainable goal sdgs inform reporting value base drive leader big contribution goal ensure healthy life promote age report include operation company limited consolidated subsidiary reporting period cover activity include select performance indicator report assure page independent assurance report welcome comment question sustainabili"
"57",2355,"Viatris","Advanced","global social responsibility report commit set reliability service habit right impact future global leadership wee set see bet table content introduction area impact industry trade approval employee engagement survey association pilot implementation issue global public health workshop country employee announce global partnership alliance set performance objective increase access treatment low middle income country net sale segment net sale product type rest market grow renewable world brand cons"
"58",289,"Amadeus IT Group S.A.","Advanced","global business financial business financial sustainability overview objective global report provide comprehensive transparent view activity operation performance take consideration broad perspective cover financial non financial information provide overview company economic social environmental outlook interactive report visit online version toe global report large amount datum include factor want start letter comment topic come disruption help optimize operation help year travel industry focus"
"59",994,"Globe Telecom, Inc.","Developing","globe world combine synergy human mind potential create infrastructure service leverage power technology success personal wee access woe consolidated financial statement release file relevant regulator access information integrate report fuel power business overview globe map globe presence award recognition report leadership message chairman message corporate governance board director risk discussion analysis map stakeholder engagement materiality globe create value capital report certificate c"
"60",518,"CSS Corp","Developing","new age service technology support company power automation analytic cloud digital address customer need company partner lead enterprise help realize strategic business outcome team technology professional global location help customer succeed customer engagement impact report service offer technology drive customer service enable client customer experience range technical support infrastructure management service help client generate operational efficiency build new revenue stream identify new "
