"","doc_id","participant","economy_type","reconstructed_chars"
"16",2027,"Secop GmbH","Advanced","communication progress period cover statement continued support chief executive officer pleased confirm reaffirm support principle global compact respect human right labour environment anti corruption communication express advance principle sphere influence annual communication progress describe action improve integration global compact principle business strategy culture daily operation commit share information stakeholder primary channel communication right principle business support respect p"
"17",1704,"OSF Global Services SRL","Developing","include ceo statement continue support global compact principle stakeholder pleased confirm global service reaffirm support principle global compact area human right labor environment anti corruption communication express advance support principle sphere influence commit make global compact principle strategy culture day operation company engage collaborative project advance broad development goal development goal annual communication progress describe action improve integration global compact p"
"18",2154,"Suzhou Jutze Technologies Co., Ltd","Developing","statement continued support chief executive officer confirm reaffirm support principle global compact area human right labor environment anti corruption annual communication progress describe action improve integration global compact principle business strategy culture daily operation commit share information stakeholder primary channel communication general manager human right assessment policy goal description relevance human right company human right risk assessment description policy public "
"19",1352,"Krusell (Thailand) Co., Ltd","Developing","financial statement year end independent auditor report shareholder board director opinion audit financial statement company comprise statement financial position statement income statement change shareholder equity year end note financial statement include summary significant accounting policy opinion financial statement present material respect financial position financial performance year end accordance financial reporting standard non accountable entity basis opinion conduct audit accordance"
"20",2380,"Welltec A/S","Advanced","annual report approve annual shareholder meet company profile management consolidate key figure ratio financial review outlook risk corporate social responsibility company detail statement management annual report independent auditor report financial statement parent company consolidate group financial statement branch definition annual report company profile global service provider develop deliver technology service intend transform oil gas industry game change solution dedicate optimize constr"
"21",2342,"Valmet Oyj","Advanced","report board director financial indicator see calculation indicator consolidated financial statement consolidated statement income consolidated statement comprehensive income consolidated statement financial position consolidated statement cash flow consolidate statement change equity note consolidated financial statement parent company financial statement parent company statement income parent company statement financial position parent company statement cash flow note parent company financial "
"22",2101,"Son of a Tailor ApS","Advanced","ape air pee ete meet covid fee face production team safe request customer offer art sale total produce face tree tee equivalent save son global compact report make custom fit order material high quality reduce emission comparison conventional production approach result white paper conduct compare carbon footprint son tailor buy traditional retail commerce analysis show supply chain emission son tailor low traditional commerce low retail order approach eliminate inventory mean take place product "
"23",1540,"Midsona AB","Advanced","communication progress implement principle global compact welcome feedback content support document sustainability report submit global compact document available website addition publish statement continued support develop produce sell product help people healthy life group lead organic food consumer health food country code conduct state responsible company practice mean business partner customer consumer owner rely product mean matter relate environment work environment human right handle res"
"24",1907,"Raisio Plc","Advanced","set corporate responsibility report healthy responsible content president carbon energy efficiency material good food plan international company healthy produce good food plan food feed product focus health good year achievement sustainable food chain sustainable development profitable growth ensure strong plan product responsible raw material expertise drive innovation share list certification ensure responsibility company shareholder group net sale friendly packaging feed promote total compara"
"25",1554,"Mitsubishi Electric Corporation","Advanced","green tomorrow change well content environment social content report corporate governance global operation corporate datum financial result risk management business segment approach information security research development intellectual create contribute address initiative relate value chain social customer human labor practice supply chain management communication stakeholder activity report provide information corporate social responsibility reference csr initiative group help realize sustaina"
"26",1668,"Nomura Real Estate Holdings, Inc.","Advanced","real estate print new value real value group real estate holding ree select leader index real estate print message chairman executive vice president director group aim sustainable growth promotion stipulate value creation initiative new mid long term business plan announce initiative indicate group direction continue provide value society customer leverage unique strength look lifestyle work style value diversify major change structure society population decline low age population labor shortage"
"27",1695,"OILES CORPORATION","Advanced","oil corporation content message corporate management special response environmental respect fair governance right local policy feature consumer issue protection eat labor practice equitable trade community policy corporation publish csr report inform stakeholder effort create sustainable society reach wide range stakeholder order content policy promote initiative occasion global pact release special feature message president relate sdgs business development report promote activity group evaluate"
"28",1729,"Ooredoo Maldives Plc","Developing","annual report vision enrich life connect community new opportunity progress digital sustainability remain core continue grow achieve new honor highlight work manage economic social environmental impact align corporate value care connect challenging work structure support global initiative sustainable development goal sdg global compact ungc signatory community orient project possible passion volunteer contribute time effort look remain continue support digital lifestyle community business sustai"
"29",601,"Clyde & Co. LLP","Advanced","ion matter port message senior partner take role senior partner able introduce late responsible business report large global law firm employ people country serve client world commit responsible business mean take responsibility impact environment seek reduce possible mean take responsibility give positive community operate responsibility foster diverse workforce inclusive workplace people fulfil high potential benefit firm client report outline measure take progress core area focus community env"
"30",600,"Clyde & Co LLP (MENA)","Developing","ion matter port message senior partner take role senior partner able introduce late responsible business report large global law firm employ people country serve client world commit responsible business mean take responsibility impact environment seek reduce possible mean take responsibility give positive community operate responsibility foster diverse workforce inclusive workplace people fulfil high potential benefit firm client report outline measure take progress core area focus community env"
