"","doc_id","participant","economy_type","reconstructed_chars"
"20",2380,"Welltec A/S","Advanced","annual report approve annual shareholder meet company profile management consolidate key figure ratio financial review outlook risk corporate social responsibility company detail statement management annual report independent auditor report financial statement parent company consolidate group financial statement branch definition annual report company profile global service provider develop deliver technology service intend transform oil gas industry game change solution dedicate optimize constr"
"21",2342,"Valmet Oyj","Advanced","report board director financial indicator see calculation indicator consolidated financial statement consolidated statement income consolidated statement comprehensive income consolidated statement financial position consolidated statement cash flow consolidate statement change equity note consolidated financial statement parent company financial statement parent company statement income parent company statement financial position parent company statement cash flow note parent company financial "
"22",2101,"Son of a Tailor ApS","Advanced","ape air pee ete meet covid fee face production team safe request customer offer art sale total produce face tree tee equivalent save son global compact report make custom fit order material high quality reduce emission comparison conventional production approach result white paper conduct compare carbon footprint son tailor buy traditional retail commerce analysis show supply chain emission son tailor low traditional commerce low retail order approach eliminate inventory mean take place product "
"23",1907,"Raisio Plc","Advanced","set corporate responsibility report healthy responsible content president carbon energy efficiency material good food plan international company healthy produce good food plan food feed product focus health good year achievement sustainable food chain sustainable development profitable growth ensure strong plan product responsible raw material expertise drive innovation share list certification ensure responsibility company shareholder group net sale friendly packaging feed promote total compara"
"24",1325,"Kohberg Bakery Group A/S","Advanced","comment place work corporate governance csr strategy focus area kpi definition sustainable consumption global compact company profile good food product publish report annual report corporate social responsibility mandatory report article annual statement act social responsibility report file annual cop communication progress regard global compact scheme page decide main ingredient company foundation remain conventional organic soil grow ground debt society support agriculture industry deliver go"
"25",1554,"Mitsubishi Electric Corporation","Advanced","green tomorrow change well content environment social content report corporate governance global operation corporate datum financial result risk management business segment approach information security research development intellectual create contribute address initiative relate value chain social customer human labor practice supply chain management communication stakeholder activity report provide information corporate social responsibility reference csr initiative group help realize sustaina"
"26",1695,"OILES CORPORATION","Advanced","oil corporation content message corporate management special response environmental respect fair governance right local policy feature consumer issue protection eat labor practice equitable trade community policy corporation publish csr report inform stakeholder effort create sustainable society reach wide range stakeholder order content policy promote initiative occasion global pact release special feature message president relate sdgs business development report promote activity group evaluate"
"27",1557,"Mitsubishi Logistics Corporation","Advanced","eat environmental social report year fiscal accountability effect business activity society environment disclose goal detail promotion activity perspective group principle business management report describe management philosophy code conduct easy understand manner promotion csr promotion csr employee emphasis communication core subject describe major csr activity guidance social responsibility iso guidance global standard organizational governance establish industrial standard corporate governa"
"28",2212,"Tata Motors Ltd.","Developing","mapping ungc principle coverage business support respect protection principle proclaim human right page principle sure complicit human right abuse page business uphold freedom principle effective recognition right collective bargaining page principle elimination form forced compulsory labour page effective abolition child labour page social responsibility elimination discrimination respect employment page occupation principle page environmental responsibility business support precautionary appro"
"29",267,"Akzo Nobel N.V.","Advanced","global compact signatory global compact principle global compact include code conduct way support principle include relevant section report website principle global principle area human right labour environment anti corruption enjoy universal derive human right organization declaration fundamental principle right work environment development corruption global compact ask company embrace support sphere influence set core value area human right labour standard environment anti corruption summary c"
"30",2427,"ZenSar Technologies","Developing","technology general pleased confirm support principle global compact human right labour environment anti corruption communication express implement principle committed make global compact principle strategy culture day operation company engage collaborative project advance broad development goal addition like declare intention commitment focus gender equality woman empowerment principle line sustainable development goal principle global compact clear statement commitment stakeholder public change"
"31",1677,"Noritake Lanka Porcelain (Pvt) Limited","Developing","save generation restoration site change trend temperature rise decrease economic ecological impact large main cause climate change attribute greenhouse effect change land cover solar human activity development mechanism instrument intend reduce greenhouse gas emission assist develop country achieve sustainable development multiple goal poverty reduction environmental benefit cost effective emission reduction allow small percentage emission reduction credit come goal launch forest climate change "
"32",1318,"Kinross Gold","Advanced","priority gold corporation eat pose pie ice oil meal sum report progress past year deliver commitment responsible mining goal provide transparent account impact performance relationship stakeholder report include performance highlight sustainability data table communication progress gri index content overview manage sustainability act gold profile sustainability vision ethical ceo message stakeholder sustainability strategy human right sustainability recognition sustainability governance structur"
"33",1216,"International Petroleum Corporation","Advanced","pee nee industry global context advance reporting approach sustainability people employment community environment emission climate strategy land biodiversity water management waste management ethic governance corporate governance tee revenue transparency human appendix datum support responsible ensure engagement local community high principle business conduct area involvement integration asset integral business nation creation past key stakeholder business partner share benefit activity support "
"34",341,"Atrium Ljungberg AB","Advanced","perspective city future brief market view event transaction market governance control report statement office market director report invest retail sector risk management non financial group financial residential market financing report reflect joint report direction pro financial business concept property portfolio vision overall governance world trend investment director sport strategy confirm project senior goal project internal control director report include enterprise property area share sh"
"35",163,"AB Storstockholms Lokaltrafik","Advanced","report group english translation sustainability report event version report apply delivery address telephone register office public transport visit public transport report group sustainability effort constitute statutory sustainability report group report concern group report comprise mobility service people unable travel public transport people mobility allowance travel free charge transport service mobility medical journey day mobility service comprise cent equivalent emit vehicle public trans"
"36",2345,"Vasakronan AB","Advanced","eat aoe significant event statement ceo business market goal strategy property management let retail property development oat create future transaction activity city acquisition people finance company thrive holding region financial statement content financial statement note administration report comment financial statement propose profit ace note risk management corporate governance report board director auditor senior executive board director signature auditor report sustainability report sust"
"37",310,"Apparel Group","Developing","sustainability group overview group people community environment report proud present sustainability report summarize work achievement year report compile communicate sustainability commitment action stakeholder customer supplier employee regulator community society large reporting period report provide information performance global compact principle woman empowerment principle serve annual communication progress cop report boundary reporting boundary consider operation environmental disclosure"
"38",1729,"Ooredoo Maldives Plc","Developing","annual report vision enrich life connect community new opportunity progress digital sustainability remain core continue grow achieve new honor highlight work manage economic social environmental impact align corporate value care connect challenging work structure support global initiative sustainable development goal sdg global compact ungc signatory community orient project possible passion volunteer contribute time effort look remain continue support digital lifestyle community business sustai"
"39",2359,"Vip mobile d.o.o.","Developing","global compact communication progress report year presence market objective mobile support improvement mobile sustainable local community achieve well growth business segment owe strategic business result invest determination focus provide good customer environment culture education accept experience continuous improvement responsibility business operation network technology offering innovative influence responsible product service put customer operation positive change society contribute compan"
"40",1700,"OP Financial Group","Advanced","aoe open ear foe tie ear pet com aoe man ete code pilot see aie eat fee ane ace con light eat meet eat man ree age tie care mean come run financial group report board director financial statement content report board director analysis balance sheet financial group strategic target focus promotion success owner customer operate report non financial information capital risk see retail corporate operation board member change financial group structure governance cooperative legal structure group eve"
"41",1284,"KLP","Advanced","ere oat sea pension company local government healthcare sector finance company own customer mean wealth creation benefit customer start partnership small municipality country provide good pension strong community today preferred pension provider local government healthcare sector large finance company welfare system member pension right customer own company main task deliver pension service good possible quality low possible cost obtain good possible return pension money manage profitable commun"
"42",2086,"Skandinaviska Enskilda Banken AB","Advanced","annual report business important event trend cover global economy statement chair central bank quantitative ease continue statement president end year end business environment year period negative interest rate customer strategy business plan corporate customer active high demand sustainability advisory service banking capital market financing financial institution handle challenging interest employee rate environment demand overall target outcome investment increase long term value creation inv"
"43",2018,"Schaeffler","Advanced","sustainability report responsibility tomorrow group sustainability report content customer product key figure sustainability sustainable product message shareholder introduction product quality safety chief executive officer customer satisfaction environment energy change alternative environmental management drive repair energy emission solution drive material resource management energy transition logistic strategy management employee society company profile business model employee advancement c"
"44",383,"BMW AG","Advanced","sustainable value report group wish introduction report group aim successful find require information overview group premium provider individual mobility follow page highlight key sustainability indicator achieve set ambitious goal transformation group business model entire value chain introduction overview group page group sustainable value report detail annual report publish provide stakeholder comprehensive integration management information company sustainability strategy chapter sustainabil"
"45",2458,"tesa SE","Advanced","report accordance guideline implementation rating award average participate gather age evaluate qualitative quantitative information topic climate change water forest continuous reduction emission implementation measure protect climate environment certify site have impact award rating area climate participate sustainability rating time sustainability measurement platform global procurement chain evaluate corporate principle measure result topic area environment labor practice human right ethic r"
"46",2132,"Stockland","Advanced","eye sustainability reporting sustainability strategy well way deliver share value real estate owner manager developer sustainability strategy recognise unique opportunity create share social environmental economic value community customer investor future return group strategy strategic pillar support growth return community creation grow asset return capital management operational excellence strategic pillar strengthen focus community resolve evolve embed exist project asset enable development p"
"47",942,"G4S plc","Advanced","integrate report account csr extract secure purpose focused secure business sale majority conventional cash business page enable focused business develop innovative industry lead solution gas integrate consulting technology people datum analytic deliver solution security company offer broad range society major global employer relevant valuable effective customer security service deliver single difference help people live service integrate basis work safe secure environment invest gas take integr"
"48",648,"Creating Communities Australia","Advanced","statement support create community leader social planning community engagement social impact deliver approach help people community organisation thrive change context employ late research social planning methodology human centre design practice collaborate discover opportunity integration service empower local voice business community sector drive social change believe sustainable community interest collaborative approach proud drive force social change community small team big impact continue p"
"49",1854,"Plastic Omnium","Advanced","plastic let shape future mobility universal registration document nee integrate report annual financial report corporate governance report statement non financial performance integrate report statutory account presentation plastic statutory account business income statement key figure balance sheet history development group note statutory account organization chart year financial summary significant event subsidiary affiliate business statutory auditor report objective strategy financial stateme"
"50",1926,"Rexel Group","Advanced","rent fee share capital register office world version universal registration document file capacity competent authority application provision regulation prior approval accordance article regulation version universal registration document purpose public offering security trade market supplement security note applicable summary supplement entire package approve accordance regulation document free translation original document prepare matter interpretation view opinion express original language docu"
"51",1974,"SODEXO IBERIA S.A","Advanced","woe version registration document quality life service enhance moment touch daily life ensure positive impact health city planet group remain committed mission improve quality life serve community operate fuel energy member develop country expect average population growth represent world population rapid offer solution adapt increase city create world increase mobility employee economic social challenge strong position generate global develop country emerge middle class technology strong experti"
"52",596,"Clifford Chance LLP","Advanced","chance responsible business report role help sustainable inclusive future new legal regulatory stakeholder landscape use expertise capability work positive difference commitment rule law justice equality foundation global managing partner content page change impact progress page responsible balance business strategy transition solid foundation human impact thank harassment growth page map view objective stand view growth page power tackle structural client reverse mentor discrimination face page"
"53",2264,"Thomson Reuters","Advanced","letter social impact trust year president ceo renewable energy global share social need set science base carbon reduction act integrity impact result target align degree independence hold strengthen society people business strengthen foundation great strength company society provide information people diverse inclusive workforce drive expertise insight people trust innovation connect community society achieve human risk focus right foundation corporate equality woe social impact work drive acces"
"54",1304,"Kellogg Company","Advanced","bee pee aoe office feature annual report introduction message chairman chief executive officer message talent chief diversity officer message senior global human resource diversity award recognition team supplier diversity see workplace community business employee resource group ree bee report use name initial non executive employee protect privacy message company annual publication highlight diversity inclusion effort company heart drive diverse inclusive community people make difference world "
"55",1525,"Merck & Co., Inc.","Advanced","governance progress report introduction disclosure index environmental social governance report know general disclosure report supplement comprehensive online economic sdg index find report available information document file form statement find corporate website intend social resident pal tee report highlight access health employee ethic value global burden management role hold spend minority woman disease address woman disability own supplier product pipeline advance employee lay result pandem"
"56",983,"Gilead Sciences","Advanced","create possible cover review year review table content page ready create possible healthy world report give community letter chairman day access pricing domestic global work ready scientific sustainable future deliver responsible growth strategy pipeline portfolio reduce environmental impact partnership collaboration set stage increase business treatment life govern principle diverse perspective materiality global workforce index ready create year review year review reinforce com society ere sus"
"57",2206,"Takeda Pharmaceutical Company Limited","Advanced","pal report sustainability report prepare accord global reporting standard core option align global compact index include appendix use recognize guideline framework sustainable goal sdgs inform reporting value base drive leader big contribution goal ensure healthy life promote age report include operation company limited consolidated subsidiary reporting period cover activity include select performance indicator report assure page independent assurance report welcome comment question sustainabili"
