"","doc_id","participant","economy_type","reconstructed_chars"
"17",1705,"OSF Global Ukraine LLC","Developing","description action relevant policy relate human right assessment policy goal description relevance human right company human right risk assessment description policy public commitment company goal human right company respect declaration human right internal regulation document name code conduct available employee respect exception supplier customer selection account adherence partner global compact principle business collaboration organization respect human right company respect human right empl"
"18",1779,"PIAD Precision Casting Corporation","Advanced","cop cast corporation human right cast corporation support idea overall respect human right freedom implement attach business ethic employee conduct policy employee handbook addition current human right rule regulation post board company employee handbook review candidate human resource pre employment process inform company policy responsibility accept employment offer candidate require complete form state employee handbook review understand policy outline manual candidate accept position provide"
"19",1352,"Krusell (Thailand) Co., Ltd","Developing","financial statement year end independent auditor report shareholder board director opinion audit financial statement company comprise statement financial position statement income statement change shareholder equity year end note financial statement include summary significant accounting policy opinion financial statement present material respect financial position financial performance year end accordance financial reporting standard non accountable entity basis opinion conduct audit accordance"
"20",2380,"Welltec A/S","Advanced","annual report approve annual shareholder meet company profile management consolidate key figure ratio financial review outlook risk corporate social responsibility company detail statement management annual report independent auditor report financial statement parent company consolidate group financial statement branch definition annual report company profile global service provider develop deliver technology service intend transform oil gas industry game change solution dedicate optimize constr"
"21",2342,"Valmet Oyj","Advanced","report board director financial indicator see calculation indicator consolidated financial statement consolidated statement income consolidated statement comprehensive income consolidated statement financial position consolidated statement cash flow consolidate statement change equity note consolidated financial statement parent company financial statement parent company statement income parent company statement financial position parent company statement cash flow note parent company financial "
"22",2101,"Son of a Tailor ApS","Advanced","ape air pee ete meet covid fee face production team safe request customer offer art sale total produce face tree tee equivalent save son global compact report make custom fit order material high quality reduce emission comparison conventional production approach result white paper conduct compare carbon footprint son tailor buy traditional retail commerce analysis show supply chain emission son tailor low traditional commerce low retail order approach eliminate inventory mean take place product "
"23",1907,"Raisio Plc","Advanced","set corporate responsibility report healthy responsible content president carbon energy efficiency material good food plan international company healthy produce good food plan food feed product focus health good year achievement sustainable food chain sustainable development profitable growth ensure strong plan product responsible raw material expertise drive innovation share list certification ensure responsibility company shareholder group net sale friendly packaging feed promote total compara"
"24",1197,"Ingleby Farms & Forests ApS","Advanced","sit core eye building trust content see ete soil ree aoe sit aoe toe animal community farm executive review year celebrate year anniversary sustainability report farm evidence base approach comprehensive measurement indicator sustainability reporting help well farmer tee aie content farm safety severe weather event safety team member principle agriculture help high priority team continue focus mitigate impact safety result significant reduction weather lose time injury frequency rate nature avoi"
"25",1554,"Mitsubishi Electric Corporation","Advanced","green tomorrow change well content environment social content report corporate governance global operation corporate datum financial result risk management business segment approach information security research development intellectual create contribute address initiative relate value chain social customer human labor practice supply chain management communication stakeholder activity report provide information corporate social responsibility reference csr initiative group help realize sustaina"
"26",1695,"OILES CORPORATION","Advanced","oil corporation content message corporate management special response environmental respect fair governance right local policy feature consumer issue protection eat labor practice equitable trade community policy corporation publish csr report inform stakeholder effort create sustainable society reach wide range stakeholder order content policy promote initiative occasion global pact release special feature message president relate sdgs business development report promote activity group evaluate"
"27",1557,"Mitsubishi Logistics Corporation","Advanced","eat environmental social report year fiscal accountability effect business activity society environment disclose goal detail promotion activity perspective group principle business management report describe management philosophy code conduct easy understand manner promotion csr promotion csr employee emphasis communication core subject describe major csr activity guidance social responsibility iso guidance global standard organizational governance establish industrial standard corporate governa"
"28",2212,"Tata Motors Ltd.","Developing","mapping ungc principle coverage business support respect protection principle proclaim human right page principle sure complicit human right abuse page business uphold freedom principle effective recognition right collective bargaining page principle elimination form forced compulsory labour page effective abolition child labour page social responsibility elimination discrimination respect employment page occupation principle page environmental responsibility business support precautionary appro"
"29",2427,"ZenSar Technologies","Developing","technology general pleased confirm support principle global compact human right labour environment anti corruption communication express implement principle committed make global compact principle strategy culture day operation company engage collaborative project advance broad development goal addition like declare intention commitment focus gender equality woman empowerment principle line sustainable development goal principle global compact clear statement commitment stakeholder public change"
"30",2176,"T1 Solution, s.r.o.","Advanced","pal solution date general pleased confirm solution support principle global compact human right labour environment anti corruption communication express implement principle committed make global compact principle strategy culture day operation company engage collaborative project advance broad development goal sustainable development goal solution clear statement commitment stakeholder general public recognize key requirement participation global compact annual communication progress cop describ"
"31",1677,"Noritake Lanka Porcelain (Pvt) Limited","Developing","save generation restoration site change trend temperature rise decrease economic ecological impact large main cause climate change attribute greenhouse effect change land cover solar human activity development mechanism instrument intend reduce greenhouse gas emission assist develop country achieve sustainable development multiple goal poverty reduction environmental benefit cost effective emission reduction allow small percentage emission reduction credit come goal launch forest climate change "
"32",1318,"Kinross Gold","Advanced","priority gold corporation eat pose pie ice oil meal sum report progress past year deliver commitment responsible mining goal provide transparent account impact performance relationship stakeholder report include performance highlight sustainability data table communication progress gri index content overview manage sustainability act gold profile sustainability vision ethical ceo message stakeholder sustainability strategy human right sustainability recognition sustainability governance structur"
"33",1893,"RM Gold Corporation","Advanced","general president chief executive officer pleased group support commit principle global compact respect human right labor environment anti corruption year communication progress occur challenging period international community context mark global pandemic covid virus period high priority health welfare group employee consultant contractor community member recognize situation monitor relevant recommendation restriction travel implement appropriate safety measure time covid crisis lead new importa"
"34",163,"AB Storstockholms Lokaltrafik","Advanced","report group english translation sustainability report event version report apply delivery address telephone register office public transport visit public transport report group sustainability effort constitute statutory sustainability report group report concern group report comprise mobility service people unable travel public transport people mobility allowance travel free charge transport service mobility medical journey day mobility service comprise cent equivalent emit vehicle public trans"
"35",2319,"Udviklingsselskabet By & Havn I/S","Advanced","lie site ask see pee eat pea pie bet son pie seal team non ere nee lay tie company ambition develop new run port address ambition involve create high quality healthy sustainable new room good life activity finance public country infrastructure make easy sustainable contact info date support global compact membership global number employee real estate investment service goal effort distribution cop green mobility urban green blue space efficiency community employee health safety labour market ant"
"36",1783,"PLH Arkitekter A/S","Advanced","global compact cop communication multi disciplinary practice focus stimulate interactive productive working environment talented creative people industrial specialist construction process planning analysis sustainability communication work broad commission urban planning workplace design client advisory company involve complex large scale multi disciplinary project evolve long time frame associate colleague business ethic code conduct ground year professional industry experience commitment leade"
"37",455,"Blue Cross Hospital Pvt. Ltd.","Developing","pet care global compact statement continue support global compact confirm continue participation support global compact initiative hospital continue adopt global compact daily operation thank manage member communication progress hospital pleased confirm support principle global compact area human right labour environment anti corruption strict guideline measurement outcome place corporate sustainability report describe action improve integration global compact principle business strategy culture"
"38",1415,"LiveWell Initiative LWI","Developing","covid future ceo founder woman initiative responsible view goal focus self fund organization improve health status people wellness promotion health mission influence health seek behaviour health year increase life vision people year initiative executive summary fact covid response world respond experience pandemic covid disease call follow action covid deployment team date team experience increase innovation study covid case protocol major challenge host face discuss major lot preliminary trial "
"39",1729,"Ooredoo Maldives Plc","Developing","annual report vision enrich life connect community new opportunity progress digital sustainability remain core continue grow achieve new honor highlight work manage economic social environmental impact align corporate value care connect challenging work structure support global initiative sustainable development goal sdg global compact ungc signatory community orient project possible passion volunteer contribute time effort look remain continue support digital lifestyle community business sustai"
"40",1700,"OP Financial Group","Advanced","aoe open ear foe tie ear pet com aoe man ete code pilot see aie eat fee ane ace con light eat meet eat man ree age tie care mean come run financial group report board director financial statement content report board director analysis balance sheet financial group strategic target focus promotion success owner customer operate report non financial information capital risk see retail corporate operation board member change financial group structure governance cooperative legal structure group eve"
"41",649,"Credit Agricole S.A.","Advanced","working day interest customer society annual financial report universal registration table content interview risk credit pillar key figure risk factor business model player sustainable society risk management business line pillar disclosure asset gather retail banking financial service consolidated customer financial statement corporate centre history highlight general framework information share capital shareholder consolidate financial statement stock market datum note consolidated financial s"
"42",409,"Banco de Chile","Developing","financial sustainability customer management strategy corporate eco efficiency evaluation retail market employee health climate strategy inclusion people market safety disability labor relation entrepreneurship education subsidiary strategic partnership quality service corporate volunteering protect information program community transparent customer communication information sustainable finance consolidate financial report gri statement content index relationship supplier independent auditor rep"
"43",2140,"Sulzer Management AG","Advanced","life progress lose day work hour improved development base initiative occupational accident launch past year risk analysis site level increase include acquisition management attention improve functional support remain lead company safety benchmark general industry case lose day occupational accident exclude acquisition get close case work hour include acquisition base success commit reach ambitious goal case working continue measure improve safety hour exclude acquisition performance challenge e"
"44",678,"DIAM","Advanced","support table power plant reduction energy consumption efficient device plastic site invest convert production machine press electric press consume energy switch mode ton save action life span project intention continue effort convert energy efficient machine instal low consumption light lead production area significant decrease electricity consumption maintain improve workshop lighting environment worker action reduce consumption avoid ton end project process optimization reduce emission day ba"
"45",1068,"HEXPOL AB","Advanced","sustainability report brief world lead group strong global market position customer impose rigorous demand quality security supply research development strength root spirit excellent market awareness cut edge knowledge development capability advanced compound global platform group organize business area engineer product cover total product area generate annual sale sex employee unit complete organization sale product development production sale operate profit earning share sale operating profit "
"46",2132,"Stockland","Advanced","eye sustainability reporting sustainability strategy well way deliver share value real estate owner manager developer sustainability strategy recognise unique opportunity create share social environmental economic value community customer investor future return group strategy strategic pillar support growth return community creation grow asset return capital management operational excellence strategic pillar strengthen focus community resolve evolve embed exist project asset enable development p"
"47",740,"Dexus","Advanced","sustainability report comprehensive sustainability reporting support result outline annual report sustainability report contain sustainability performance pack sustainability datum sustainability approach procedure describe toe tee implementation sustainability approach year annual reporting present annual reporting year end available investor centre annual reporting hard copy email request call annual financial sustainability annual result corporate report statement report presentation statemen"
"48",564,"Charter Hall Group","Advanced","ice soft foe ore ree ceo message governance create value highlight performance datum principle ungc approach index statement social report annual sustainability report state environmental datum cover business activity charter report pertain asset activity group manage property fund asset operational control financial year end include datum outside entity supplier contractor material case information provide event take place close prepare report guide financial year global reporting standard core"
"49",1926,"Rexel Group","Advanced","rent fee share capital register office world version universal registration document file capacity competent authority application provision regulation prior approval accordance article regulation version universal registration document purpose public offering security trade market supplement security note applicable summary supplement entire package approve accordance regulation document free translation original document prepare matter interpretation view opinion express original language docu"
"50",1974,"SODEXO IBERIA S.A","Advanced","woe version registration document quality life service enhance moment touch daily life ensure positive impact health city planet group remain committed mission improve quality life serve community operate fuel energy member develop country expect average population growth represent world population rapid offer solution adapt increase city create world increase mobility employee economic social challenge strong position generate global develop country emerge middle class technology strong experti"
"51",1854,"Plastic Omnium","Advanced","plastic let shape future mobility universal registration document nee integrate report annual financial report corporate governance report statement non financial performance integrate report statutory account presentation plastic statutory account business income statement key figure balance sheet history development group note statutory account organization chart year financial summary significant event subsidiary affiliate business statutory auditor report objective strategy financial stateme"
"52",596,"Clifford Chance LLP","Advanced","chance responsible business report role help sustainable inclusive future new legal regulatory stakeholder landscape use expertise capability work positive difference commitment rule law justice equality foundation global managing partner content page change impact progress page responsible balance business strategy transition solid foundation human impact thank harassment growth page map view objective stand view growth page power tackle structural client reverse mentor discrimination face page"
"53",1104,"Herbert Smith Freehills LLP","Advanced","lie sit pea free eat see ree eye ere heat set area ape see eat set par tee great par ree ote son male year extraordinary year time diversify see start human cost disruption cause firm conversation decade action initiative covid global pandemic clear accelerate delivery sustainable difficult addition response development goal sdgs pandemic month action change ethnicity share fourth see large area framework measure accountability communication progress report region global network demonstrate comm"
"54",2264,"Thomson Reuters","Advanced","letter social impact trust year president ceo renewable energy global share social need set science base carbon reduction act integrity impact result target align degree independence hold strengthen society people business strengthen foundation great strength company society provide information people diverse inclusive workforce drive expertise insight people trust innovation connect community society achieve human risk focus right foundation corporate equality woe social impact work drive acces"
