"","doc_id","participant","economy_type","reconstructed_chars"
"16",1705,"OSF Global Ukraine LLC","Developing","description action relevant policy relate human right assessment policy goal description relevance human right company human right risk assessment description policy public commitment company goal human right company respect declaration human right internal regulation document name code conduct available employee respect exception supplier customer selection account adherence partner global compact principle business collaboration organization respect human right company respect human right empl"
"17",2084,"SkanTech ApS","Advanced","cop human right principle assessment policy goal description relevance specific human right issue company base assessment human right risk description policy public commitment company goal human right goal influence employee business partner respect declaration human right environmental protection base commitment set code conduct recent future supplier implementation description concrete action implement human right policy address human right risk respond human right relate concern take followin"
"18",2085,"SkanTech ApS","Advanced","cop human right principle assessment policy goal description relevance specific human right issue company base assessment human right risk description policy public commitment company goal human right goal influence employee business partner respect declaration human right environmental protection base commitment set code conduct recent future supplier implementation description concrete action implement human right policy address human right risk respond human right relate concern take followin"
"19",1352,"Krusell (Thailand) Co., Ltd","Developing","financial statement year end independent auditor report shareholder board director opinion audit financial statement company comprise statement financial position statement income statement change shareholder equity year end note financial statement include summary significant accounting policy opinion financial statement present material respect financial position financial performance year end accordance financial reporting standard non accountable entity basis opinion conduct audit accordance"
"20",2380,"Welltec A/S","Advanced","annual report approve annual shareholder meet company profile management consolidate key figure ratio financial review outlook risk corporate social responsibility company detail statement management annual report independent auditor report financial statement parent company consolidate group financial statement branch definition annual report company profile global service provider develop deliver technology service intend transform oil gas industry game change solution dedicate optimize constr"
"21",2342,"Valmet Oyj","Advanced","report board director financial indicator see calculation indicator consolidated financial statement consolidated statement income consolidated statement comprehensive income consolidated statement financial position consolidated statement cash flow consolidate statement change equity note consolidated financial statement parent company financial statement parent company statement income parent company statement financial position parent company statement cash flow note parent company financial "
"22",1907,"Raisio Plc","Advanced","set corporate responsibility report healthy responsible content president carbon energy efficiency material good food plan international company healthy produce good food plan food feed product focus health good year achievement sustainable food chain sustainable development profitable growth ensure strong plan product responsible raw material expertise drive innovation share list certification ensure responsibility company shareholder group net sale friendly packaging feed promote total compara"
"23",2101,"Son of a Tailor ApS","Advanced","ape air pee ete meet covid fee face production team safe request customer offer art sale total produce face tree tee equivalent save son global compact report make custom fit order material high quality reduce emission comparison conventional production approach result white paper conduct compare carbon footprint son tailor buy traditional retail commerce analysis show supply chain emission son tailor low traditional commerce low retail order approach eliminate inventory mean take place product "
"24",1197,"Ingleby Farms & Forests ApS","Advanced","sit core eye building trust content see ete soil ree aoe sit aoe toe animal community farm executive review year celebrate year anniversary sustainability report farm evidence base approach comprehensive measurement indicator sustainability reporting help well farmer tee aie content farm safety severe weather event safety team member principle agriculture help high priority team continue focus mitigate impact safety result significant reduction weather lose time injury frequency rate nature avoi"
"25",1557,"Mitsubishi Logistics Corporation","Advanced","eat environmental social report year fiscal accountability effect business activity society environment disclose goal detail promotion activity perspective group principle business management report describe management philosophy code conduct easy understand manner promotion csr promotion csr employee emphasis communication core subject describe major csr activity guidance social responsibility iso guidance global standard organizational governance establish industrial standard corporate governa"
"26",1341,"Korea Land & Housing Corporation","Advanced","human nature content strengthen sustainability management system report message highlight core value sustainability management sustainable management strategy report overview report principle corporation publish report compile accordance core option ona yearly basis share communicate stakeholder global reporting standard economic environmental social result achieve sustainable management sustainability report assurance link sustainability strategy related major business order ensure accuracy rel"
"27",1945,"Rubycon Corporation","Advanced","core seal pea wee pay ree sit report target report publication group company policy content report prepare annual report term include non financial information message company environmental social effort corporate philosophy group company overview group company list item summary concrete csr policy system example activity policy actual result consumer safety protection concern important issue fair business practice work information relate procurement guideline activity post website csr plan conv"
"28",444,"Bin Sowaid Trading & Import Est.","Developing","general commitment global compact commitment global compact pleased confirm trading import support principle global compact human right labour environment anti corruption communication express implement principle committed make global compact principle strategy culture day operation company join global compact clear direction drive business stage time contribute society event transformation future bring trading import corporate social responsibility recognize key requirement participation global"
"29",1445,"MDPI AG","Advanced","academic open access global compact communication progress open access publish run eat ace fight fact statement continued support pleased confirm reaffirm support principle global compact area human right labour environment anti corruption demonstrate commitment sustainable management responsibility employee global house duty develop responsible practice ensure future company planet commit principle associate global compact focus contribute following define goal encourage time employee activity "
"30",2427,"ZenSar Technologies","Developing","technology general pleased confirm support principle global compact human right labour environment anti corruption communication express implement principle committed make global compact principle strategy culture day operation company engage collaborative project advance broad development goal addition like declare intention commitment focus gender equality woman empowerment principle line sustainable development goal principle global compact clear statement commitment stakeholder public change"
"31",342,"Attica Holdings S.A. - Attica Group","Advanced","responsible mining responsibility report pee indicator economic performance number title disclosure requirement disclosure explanation topic material economic performance cause operation activity support material supply chain topic boundary material topic boundary topic limit include description jurisdiction mining operation impact occur organization involvement impact example organization cause contribute impact link impact business relationship specific limitation topic disclosure financial in"
"32",1318,"Kinross Gold","Advanced","priority gold corporation eat pose pie ice oil meal sum report progress past year deliver commitment responsible mining goal provide transparent account impact performance relationship stakeholder report include performance highlight sustainability data table communication progress gri index content overview manage sustainability act gold profile sustainability vision ethical ceo message stakeholder sustainability strategy human right sustainability recognition sustainability governance structur"
"33",1216,"International Petroleum Corporation","Advanced","pee nee industry global context advance reporting approach sustainability people employment community environment emission climate strategy land biodiversity water management waste management ethic governance corporate governance tee revenue transparency human appendix datum support responsible ensure engagement local community high principle business conduct area involvement integration asset integral business nation creation past key stakeholder business partner share benefit activity support "
"34",2389,"White arkitekter AB","Advanced","annual sustainability report earn man white found vision improve society beginning company culture social responsibility approach white grow guide principle beginning responsible act large practice respect participation company own employee business activity follow consist staff office principle global compact agenda sustainable involve project development goal form basis different country head assignment office remain original address believe ness learn important attribute employee own company "
"35",2319,"Udviklingsselskabet By & Havn I/S","Advanced","lie site ask see pee eat pea pie bet son pie seal team non ere nee lay tie company ambition develop new run port address ambition involve create high quality healthy sustainable new room good life activity finance public country infrastructure make easy sustainable contact info date support global compact membership global number employee real estate investment service goal effort distribution cop green mobility urban green blue space efficiency community employee health safety labour market ant"
"36",163,"AB Storstockholms Lokaltrafik","Advanced","report group english translation sustainability report event version report apply delivery address telephone register office public transport visit public transport report group sustainability effort constitute statutory sustainability report group report concern group report comprise mobility service people unable travel public transport people mobility allowance travel free charge transport service mobility medical journey day mobility service comprise cent equivalent emit vehicle public trans"
"37",852,"Ernst and Young d.o.o. - Croatia","Developing","vat fee ace ree nee tie ice see ore fee nee age eat age late pee woe see bee eat global chairman letter support global compact principle sustainable development goal create long term value create long term value people importance diversity create long term value society social impact site tee global review look continue large investment technology crucial covid environment order serve client people create long term value mean ensure safety travel restriction place comprehensive guidance meeting "
"38",729,"Deloitte","Advanced","connect impact global impact report table content video message leadership number global chief executive officer global board chair story connection help protect public interest impact matter year history learn lesson important solve problem business society require collaboration cooperation connection simple time option economic social political disruption bring industry force seek alliance opportunity idea embrace year fair pee owe existence ability connect entire business model connection bus"
"39",522,"CVS Health","Advanced","ere end ice sea wet ane aie son pee net race pass die pee eat pet paper overview people business community planet transform ceo letter healthy people letter healthy business corporate profile healthy community csr governance report material topic stakeholder engagement people business community planet stakeholder report press outbreak change way live operate business health emergency team disease monitor current international domestic environment relate risk respond investment local community su"
