"","doc_id","participant","economy_type","reconstructed_chars"
"11",2355,"Viatris","Advanced","global social responsibility report commit set reliability service habit right impact future global leadership wee set see bet table content introduction area impact industry trade approval employee engagement survey association pilot implementation issue global public health workshop country employee announce global partnership alliance set performance objective increase access treatment low middle income country net sale segment net sale product type rest market grow renewable world brand cons"
"12",2184,"TDK Electronics AG","Advanced","statement continued support message chairman management board member global compact time pledge support aim objective global compact express principle complete agreement understanding implementation corporate responsibility group company subsidiary lead manufacturer electronic component module system industry manufacturing sale activity world continue embrace principle essential foundation good corporate citizenship business responsibility society document code conduct group recognize role resol"
"13",1465,"MVV Energie AG","Advanced","sustainability figure select key sustainability figure consolidate company change ecological direct emission scope tonne indirect emission scope tonne net saving tonne share renewable energy proprietary electricity generation economic value add conclude development new renewable energy plant electricity generation volume investment euro social number employee woman man share female manager lose time injury frequency rate energy operation average fuel efficiency rate instal renewable energy capac"
"14",163,"AB Storstockholms Lokaltrafik","Advanced","report group english translation sustainability report event version report apply delivery address telephone register office public transport visit public transport report group sustainability effort constitute statutory sustainability report group report concern group report comprise mobility service people unable travel public transport people mobility allowance travel free charge transport service mobility medical journey day mobility service comprise cent equivalent emit vehicle public trans"
"15",348,"Austrian Post","Advanced","deliver post sustainability report reliable post reliable way objective consider mission hand provide service hand responsible ensure mail item reach recipient large small duty provide service accord self concept perform job everyday engage life people reliable post read guide pee different section sustainable gri index annual sustainability internet report development additional goal information sustainability report post wee branch office employee statement ale post integrate corporate sustain"
"16",2027,"Secop GmbH","Advanced","communication progress period cover statement continued support chief executive officer pleased confirm reaffirm support principle global compact respect human right labour environment anti corruption communication express advance principle sphere influence annual communication progress describe action improve integration global compact principle business strategy culture daily operation commit share information stakeholder primary channel communication right principle business support respect p"
"17",1704,"OSF Global Services SRL","Developing","include ceo statement continue support global compact principle stakeholder pleased confirm global service reaffirm support principle global compact area human right labor environment anti corruption communication express advance support principle sphere influence commit make global compact principle strategy culture day operation company engage collaborative project advance broad development goal development goal annual communication progress describe action improve integration global compact p"
"18",2154,"Suzhou Jutze Technologies Co., Ltd","Developing","statement continued support chief executive officer confirm reaffirm support principle global compact area human right labor environment anti corruption annual communication progress describe action improve integration global compact principle business strategy culture daily operation commit share information stakeholder primary channel communication general manager human right assessment policy goal description relevance human right company human right risk assessment description policy public "
"19",1352,"Krusell (Thailand) Co., Ltd","Developing","financial statement year end independent auditor report shareholder board director opinion audit financial statement company comprise statement financial position statement income statement change shareholder equity year end note financial statement include summary significant accounting policy opinion financial statement present material respect financial position financial performance year end accordance financial reporting standard non accountable entity basis opinion conduct audit accordance"
"20",2380,"Welltec A/S","Advanced","annual report approve annual shareholder meet company profile management consolidate key figure ratio financial review outlook risk corporate social responsibility company detail statement management annual report independent auditor report financial statement parent company consolidate group financial statement branch definition annual report company profile global service provider develop deliver technology service intend transform oil gas industry game change solution dedicate optimize constr"
"21",2342,"Valmet Oyj","Advanced","report board director financial indicator see calculation indicator consolidated financial statement consolidated statement income consolidated statement comprehensive income consolidated statement financial position consolidated statement cash flow consolidate statement change equity note consolidated financial statement parent company financial statement parent company statement income parent company statement financial position parent company statement cash flow note parent company financial "
"22",2101,"Son of a Tailor ApS","Advanced","ape air pee ete meet covid fee face production team safe request customer offer art sale total produce face tree tee equivalent save son global compact report make custom fit order material high quality reduce emission comparison conventional production approach result white paper conduct compare carbon footprint son tailor buy traditional retail commerce analysis show supply chain emission son tailor low traditional commerce low retail order approach eliminate inventory mean take place product "
"23",1540,"Midsona AB","Advanced","communication progress implement principle global compact welcome feedback content support document sustainability report submit global compact document available website addition publish statement continued support develop produce sell product help people healthy life group lead organic food consumer health food country code conduct state responsible company practice mean business partner customer consumer owner rely product mean matter relate environment work environment human right handle res"
"24",1907,"Raisio Plc","Advanced","set corporate responsibility report healthy responsible content president carbon energy efficiency material good food plan international company healthy produce good food plan food feed product focus health good year achievement sustainable food chain sustainable development profitable growth ensure strong plan product responsible raw material expertise drive innovation share list certification ensure responsibility company shareholder group net sale friendly packaging feed promote total compara"
"25",1557,"Mitsubishi Logistics Corporation","Advanced","eat environmental social report year fiscal accountability effect business activity society environment disclose goal detail promotion activity perspective group principle business management report describe management philosophy code conduct easy understand manner promotion csr promotion csr employee emphasis communication core subject describe major csr activity guidance social responsibility iso guidance global standard organizational governance establish industrial standard corporate governa"
"26",2048,"Seven & i Holdings Co., Ltd.","Advanced","holding content book message president website cover csr initiative implement report coverage basic policy csr initiative holding hold company report cover follow stakeholder engagement operating company comprehensive organization information company corporate governance report initiative operate company available follow website compliance take regard material issue human right initiative activity appear group initiative aim sale report organization achieve sustainable development goal percentag"
"27",1945,"Rubycon Corporation","Advanced","core seal pea wee pay ree sit report target report publication group company policy content report prepare annual report term include non financial information message company environmental social effort corporate philosophy group company overview group company list item summary concrete csr policy system example activity policy actual result consumer safety protection concern important issue fair business practice work information relate procurement guideline activity post website csr plan conv"
"28",1490,"Marga Landmark Development Co., Ltd.","Developing","pee aoe see nee communication pea progress affiliate subsidiary associate global limit global limit stakeholder group member company include global limit commit continue support principle global compact area human right labour environment anti corruption foreign direct investor history pledge annual profit use sustainable csr initiative integral investment permit year endeavor continue member board employee embrace act mandate commitment community work social responsibility fifth annual communic"
"29",1729,"Ooredoo Maldives Plc","Developing","annual report vision enrich life connect community new opportunity progress digital sustainability remain core continue grow achieve new honor highlight work manage economic social environmental impact align corporate value care connect challenging work structure support global initiative sustainable development goal sdg global compact ungc signatory community orient project possible passion volunteer contribute time effort look remain continue support digital lifestyle community business sustai"
"30",329,"Aspirations Education Pvt Ltd.","Developing","career guidance placement service excellence pleased confirm aspiration education signatory global compact continue pledge support principle global compact fall broad human right labour environment anti corruption period commence organization strive uphold valuable principle global compact work people rural community different area life outline work carry improve situation community report work past year period attach kind relate work carry chairman road branch office tel email info website comm"
"31",342,"Attica Holdings S.A. - Attica Group","Advanced","responsible mining responsibility report pee indicator economic performance number title disclosure requirement disclosure explanation topic material economic performance cause operation activity support material supply chain topic boundary material topic boundary topic limit include description jurisdiction mining operation impact occur organization involvement impact example organization cause contribute impact link impact business relationship specific limitation topic disclosure financial in"
"32",1318,"Kinross Gold","Advanced","priority gold corporation eat pose pie ice oil meal sum report progress past year deliver commitment responsible mining goal provide transparent account impact performance relationship stakeholder report include performance highlight sustainability data table communication progress gri index content overview manage sustainability act gold profile sustainability vision ethical ceo message stakeholder sustainability strategy human right sustainability recognition sustainability governance structur"
"33",2073,"Sinar Mas Land - PT Bumi Serpong Damai","Developing","ane land era tee lie land increase award world excellence award world winner sustainable development category green excellence award world winner office category green land developer property award good development great property award good landscape design great green build green office park sustainability award overall sustainability performance property real estate building construction industry sustainability award project base sustainability create sustainable living area global network com"
"34",729,"Deloitte","Advanced","connect impact global impact report table content video message leadership number global chief executive officer global board chair story connection help protect public interest impact matter year history learn lesson important solve problem business society require collaboration cooperation connection simple time option economic social political disruption bring industry force seek alliance opportunity idea embrace year fair pee owe existence ability connect entire business model connection bus"
"35",852,"Ernst and Young d.o.o. - Croatia","Developing","vat fee ace ree nee tie ice see ore fee nee age eat age late pee woe see bee eat global chairman letter support global compact principle sustainable development goal create long term value create long term value people importance diversity create long term value society social impact site tee global review look continue large investment technology crucial covid environment order serve client people create long term value mean ensure safety travel restriction place comprehensive guidance meeting "
"36",1899,"RSA Insurance Group","Advanced","future corporate responsibility total include employee group corporate centre future corporate responsibility report shape smart tomorrow build strong relationship manage everyday governance future strategy want play active role manage uncertainty complexity today world enhance positive impact business activity strategy future good class believe contribution start policy end claim year corporate responsibility strategy future define key focus area business future positive impact society commit d"
