"","doc_id","participant","economy_type","reconstructed_chars"
"17",2084,"SkanTech ApS","Advanced","cop human right principle assessment policy goal description relevance specific human right issue company base assessment human right risk description policy public commitment company goal human right goal influence employee business partner respect declaration human right environmental protection base commitment set code conduct recent future supplier implementation description concrete action implement human right policy address human right risk respond human right relate concern take followin"
"18",2085,"SkanTech ApS","Advanced","cop human right principle assessment policy goal description relevance specific human right issue company base assessment human right risk description policy public commitment company goal human right goal influence employee business partner respect declaration human right environmental protection base commitment set code conduct recent future supplier implementation description concrete action implement human right policy address human right risk respond human right relate concern take followin"
"19",1352,"Krusell (Thailand) Co., Ltd","Developing","financial statement year end independent auditor report shareholder board director opinion audit financial statement company comprise statement financial position statement income statement change shareholder equity year end note financial statement include summary significant accounting policy opinion financial statement present material respect financial position financial performance year end accordance financial reporting standard non accountable entity basis opinion conduct audit accordance"
"20",2380,"Welltec A/S","Advanced","annual report approve annual shareholder meet company profile management consolidate key figure ratio financial review outlook risk corporate social responsibility company detail statement management annual report independent auditor report financial statement parent company consolidate group financial statement branch definition annual report company profile global service provider develop deliver technology service intend transform oil gas industry game change solution dedicate optimize constr"
"21",2342,"Valmet Oyj","Advanced","report board director financial indicator see calculation indicator consolidated financial statement consolidated statement income consolidated statement comprehensive income consolidated statement financial position consolidated statement cash flow consolidate statement change equity note consolidated financial statement parent company financial statement parent company statement income parent company statement financial position parent company statement cash flow note parent company financial "
"22",1907,"Raisio Plc","Advanced","set corporate responsibility report healthy responsible content president carbon energy efficiency material good food plan international company healthy produce good food plan food feed product focus health good year achievement sustainable food chain sustainable development profitable growth ensure strong plan product responsible raw material expertise drive innovation share list certification ensure responsibility company shareholder group net sale friendly packaging feed promote total compara"
"23",1197,"Ingleby Farms & Forests ApS","Advanced","sit core eye building trust content see ete soil ree aoe sit aoe toe animal community farm executive review year celebrate year anniversary sustainability report farm evidence base approach comprehensive measurement indicator sustainability reporting help well farmer tee aie content farm safety severe weather event safety team member principle agriculture help high priority team continue focus mitigate impact safety result significant reduction weather lose time injury frequency rate nature avoi"
"24",2101,"Son of a Tailor ApS","Advanced","ape air pee ete meet covid fee face production team safe request customer offer art sale total produce face tree tee equivalent save son global compact report make custom fit order material high quality reduce emission comparison conventional production approach result white paper conduct compare carbon footprint son tailor buy traditional retail commerce analysis show supply chain emission son tailor low traditional commerce low retail order approach eliminate inventory mean take place product "
"25",1668,"Nomura Real Estate Holdings, Inc.","Advanced","real estate print new value real value group real estate holding ree select leader index real estate print message chairman executive vice president director group aim sustainable growth promotion stipulate value creation initiative new mid long term business plan announce initiative indicate group direction continue provide value society customer leverage unique strength look lifestyle work style value diversify major change structure society population decline low age population labor shortage"
"26",1557,"Mitsubishi Logistics Corporation","Advanced","eat environmental social report year fiscal accountability effect business activity society environment disclose goal detail promotion activity perspective group principle business management report describe management philosophy code conduct easy understand manner promotion csr promotion csr employee emphasis communication core subject describe major csr activity guidance social responsibility iso guidance global standard organizational governance establish industrial standard corporate governa"
"27",1554,"Mitsubishi Electric Corporation","Advanced","green tomorrow change well content environment social content report corporate governance global operation corporate datum financial result risk management business segment approach information security research development intellectual create contribute address initiative relate value chain social customer human labor practice supply chain management communication stakeholder activity report provide information corporate social responsibility reference csr initiative group help realize sustaina"
"28",444,"Bin Sowaid Trading & Import Est.","Developing","general commitment global compact commitment global compact pleased confirm trading import support principle global compact human right labour environment anti corruption communication express implement principle committed make global compact principle strategy culture day operation company join global compact clear direction drive business stage time contribute society event transformation future bring trading import corporate social responsibility recognize key requirement participation global"
"29",2427,"ZenSar Technologies","Developing","technology general pleased confirm support principle global compact human right labour environment anti corruption communication express implement principle committed make global compact principle strategy culture day operation company engage collaborative project advance broad development goal addition like declare intention commitment focus gender equality woman empowerment principle line sustainable development goal principle global compact clear statement commitment stakeholder public change"
"30",2176,"T1 Solution, s.r.o.","Advanced","pal solution date general pleased confirm solution support principle global compact human right labour environment anti corruption communication express implement principle committed make global compact principle strategy culture day operation company engage collaborative project advance broad development goal sustainable development goal solution clear statement commitment stakeholder general public recognize key requirement participation global compact annual communication progress cop describ"
"31",576,"China National Offshore Oil Corp. (CN...","Developing","quality energy blue sea sustainability report gas mix corporate management research office address building implement new strengthen fundamental look demand high quality energy brand energy security strategy effort research strive break key development oil technical problem field gas accelerate construction system industrial chain project home rank natural gas production supply reserve technology major deep global oil gas brand value list management corporate governance operation company overvie"
"32",573,"China Datang Corporation","Developing","social responsibility report provide clean energy light well life operation world large wind farm invest operate entity region instal capacity clean electricity year pee die eat pea aie pen lie pee fee bee increase international exchange pursue green share fruit development save energy grow employee cut pollution emission develop partner protect biodiversity climate message chairman year mark anniversary people role strategic management regulation streamline functional condition local resident o"
"33",1677,"Noritake Lanka Porcelain (Pvt) Limited","Developing","save generation restoration site change trend temperature rise decrease economic ecological impact large main cause climate change attribute greenhouse effect change land cover solar human activity development mechanism instrument intend reduce greenhouse gas emission assist develop country achieve sustainable development multiple goal poverty reduction environmental benefit cost effective emission reduction allow small percentage emission reduction credit come goal launch forest climate change "
"34",163,"AB Storstockholms Lokaltrafik","Advanced","report group english translation sustainability report event version report apply delivery address telephone register office public transport visit public transport report group sustainability effort constitute statutory sustainability report group report concern group report comprise mobility service people unable travel public transport people mobility allowance travel free charge transport service mobility medical journey day mobility service comprise cent equivalent emit vehicle public trans"
"35",2389,"White arkitekter AB","Advanced","annual sustainability report earn man white found vision improve society beginning company culture social responsibility approach white grow guide principle beginning responsible act large practice respect participation company own employee business activity follow consist staff office principle global compact agenda sustainable involve project development goal form basis different country head assignment office remain original address believe ness learn important attribute employee own company "
"36",2374,"Wallenstam AB","Advanced","non eat resource operation business model financial capital business process capital shareholder build develop manage property generate profit remain company area base need people society external accord wish requirement customer shareholder create value growth produce capital construction development management high property residential property level service long term sustainability profit attractive location growth region develop business commercial shareholder receive share profit form prope"
"37",600,"Clyde & Co LLP (MENA)","Developing","ion matter port message senior partner take role senior partner able introduce late responsible business report large global law firm employ people country serve client world commit responsible business mean take responsibility impact environment seek reduce possible mean take responsibility give positive community operate responsibility foster diverse workforce inclusive workplace people fulfil high potential benefit firm client report outline measure take progress core area focus community env"
"38",601,"Clyde & Co. LLP","Advanced","ion matter port message senior partner take role senior partner able introduce late responsible business report large global law firm employ people country serve client world commit responsible business mean take responsibility impact environment seek reduce possible mean take responsibility give positive community operate responsibility foster diverse workforce inclusive workplace people fulfil high potential benefit firm client report outline measure take progress core area focus community env"
"39",1729,"Ooredoo Maldives Plc","Developing","annual report vision enrich life connect community new opportunity progress digital sustainability remain core continue grow achieve new honor highlight work manage economic social environmental impact align corporate value care connect challenging work structure support global initiative sustainable development goal sdg global compact ungc signatory community orient project possible passion volunteer contribute time effort look remain continue support digital lifestyle community business sustai"
"40",1700,"OP Financial Group","Advanced","aoe open ear foe tie ear pet com aoe man ete code pilot see aie eat fee ane ace con light eat meet eat man ree age tie care mean come run financial group report board director financial statement content report board director analysis balance sheet financial group strategic target focus promotion success owner customer operate report non financial information capital risk see retail corporate operation board member change financial group structure governance cooperative legal structure group eve"
"41",409,"Banco de Chile","Developing","financial sustainability customer management strategy corporate eco efficiency evaluation retail market employee health climate strategy inclusion people market safety disability labor relation entrepreneurship education subsidiary strategic partnership quality service corporate volunteering protect information program community transparent customer communication information sustainable finance consolidate financial report gri statement content index relationship supplier independent auditor rep"
"42",2086,"Skandinaviska Enskilda Banken AB","Advanced","annual report business important event trend cover global economy statement chair central bank quantitative ease continue statement president end year end business environment year period negative interest rate customer strategy business plan corporate customer active high demand sustainability advisory service banking capital market financing financial institution handle challenging interest employee rate environment demand overall target outcome investment increase long term value creation inv"
