"","doc_id","participant","economy_type","reconstructed_chars"
"13",342,"Attica Holdings S.A. - Attica Group","Advanced","responsible mining responsibility report pee indicator economic performance number title disclosure requirement disclosure explanation topic material economic performance cause operation activity support material supply chain topic boundary material topic boundary topic limit include description jurisdiction mining operation impact occur organization involvement impact example organization cause contribute impact link impact business relationship specific limitation topic disclosure financial in"
"14",882,"FAI rent-a-jet AG","Advanced","report table employee employment type employment type number employee time female male time female male total number employee time status substantial portion organization work perform permanent employee significant variation number employee evaluation datum take place department addition permanent staff employ worker diversity show country origin organization supply chain air license accord cat maintenance organization certify accord air operation certify obtain part supplier provide certificate"
"15",157,"A/S Ugland Rederi","Advanced","company annual corporate social responsibility report corporate social responsibility global compact progress strong focus sustainable business practice safety number priority key element environmental social impact consequence conduct business receive increase focus know company activity affect society way company affect important contribute create maintain positive sustainable shipping environment consequence join global compact global compact strategic policy initiative business committed ali"
"16",2151,"Sustinere Pte Ltd","Advanced","communication progress cop period cover communication progress cop statement continued support owner stakeholder pleased confirm reaffirm support principle global compact area human right labour environment anti corruption annual communication progress describe action improve integration global compact principle business strategy culture daily operation commit share information stakeholder primary channel communication description action provide consult service client consulting service provide "
"17",2027,"Secop GmbH","Advanced","communication progress period cover statement continued support chief executive officer pleased confirm reaffirm support principle global compact respect human right labour environment anti corruption communication express advance principle sphere influence annual communication progress describe action improve integration global compact principle business strategy culture daily operation commit share information stakeholder primary channel communication right principle business support respect p"
"18",212,"AVTECH Sweden AB (publ)","Advanced","global compact communication cop statement ceo continue support principle global compact year try improve implementation principle evaluate achievement category work ensure key core value follow day basis continue commit initiative human right principle business support respect protection proclaim human right principle sure complicit human right abuse assessment policy goal policy support human right company supplier company partner project implementation implement formal write policy support hu"
"19",1352,"Krusell (Thailand) Co., Ltd","Developing","financial statement year end independent auditor report shareholder board director opinion audit financial statement company comprise statement financial position statement income statement change shareholder equity year end note financial statement include summary significant accounting policy opinion financial statement present material respect financial position financial performance year end accordance financial reporting standard non accountable entity basis opinion conduct audit accordance"
"20",2380,"Welltec A/S","Advanced","annual report approve annual shareholder meet company profile management consolidate key figure ratio financial review outlook risk corporate social responsibility company detail statement management annual report independent auditor report financial statement parent company consolidate group financial statement branch definition annual report company profile global service provider develop deliver technology service intend transform oil gas industry game change solution dedicate optimize constr"
"21",2342,"Valmet Oyj","Advanced","report board director financial indicator see calculation indicator consolidated financial statement consolidated statement income consolidated statement comprehensive income consolidated statement financial position consolidated statement cash flow consolidate statement change equity note consolidated financial statement parent company financial statement parent company statement income parent company statement financial position parent company statement cash flow note parent company financial "
"22",2101,"Son of a Tailor ApS","Advanced","ape air pee ete meet covid fee face production team safe request customer offer art sale total produce face tree tee equivalent save son global compact report make custom fit order material high quality reduce emission comparison conventional production approach result white paper conduct compare carbon footprint son tailor buy traditional retail commerce analysis show supply chain emission son tailor low traditional commerce low retail order approach eliminate inventory mean take place product "
"23",199,"AR Packaging Group AB","Advanced","pee aie ace content packaging sustainable governance ceo statement sustainable work life comment sustainability director sustainable innovation market presence sustainable operation global reach information contact vision value strategy trend industry sustainability packaging sustainability target sale plant country packaging company packaging sector serve blue company food healthcare division employee segment group create add value customer broad product offering deep knowledge packaging group "
"24",1203,"Inter IKEA Group","Advanced","transform circular business collaboration social entrepreneur product new model product ownership launch programme sustainable source read offer furniture service link business planet material innovation home end announce design tackle ocean plastic assess accord decision invest pollution page circular product design principle read accelerate transformation air pollution page tee climate positive business read page limit planet good business strengthen effort improve remain affordable product co"
